n,alphaTarget,wallHandAlpha,whAlphaScaled,whBlendT_bp,turnBlockT,dtRowOK
3310,0.000,0.000,0.000,0.000,0.800,-1
3311,0.000,0.000,0.000,0.000,0.800,-1
3312,0.000,0.000,0.000,0.000,0.636,-1
3313,0.000,0.000,0.000,0.000,0.800,-1
3314,0.000,0.000,0.000,0.000,0.800,-1
3315,0.000,0.000,0.000,0.000,0.800,-1
3316,0.000,0.000,0.000,0.000,0.800,-1
3317,0.000,0.000,0.000,0.000,0.777,-1
3318,0.000,0.000,0.000,0.000,0.620,-1
3319,0.000,0.000,0.000,0.000,0.464,-1
3320,0.000,0.000,0.000,0.000,0.304,-1
3321,0.000,0.000,0.000,0.000,0.147,-1
3322,0.000,0.000,0.000,0.000,0.000,-1
3323,0.000,0.000,0.000,0.000,0.000,-1
3324,0.000,0.000,0.000,0.000,0.800,-1
3325,0.000,0.000,0.000,0.000,0.800,-1
3326,0.000,0.000,0.000,0.000,0.691,-1
3327,0.000,0.000,0.000,0.000,0.529,-1
3328,0.000,0.000,0.000,0.000,0.367,-1
3329,0.000,0.000,0.000,0.000,0.197,-1
3330,0.000,0.000,0.000,0.000,0.036,-1
3331,0.000,0.000,0.000,0.000,0.000,-1
3332,0.000,0.000,0.000,0.000,0.000,-1
3333,0.000,0.000,0.000,0.000,0.000,-1
3334,0.000,0.000,0.000,0.000,0.000,-1
3335,0.000,0.000,0.000,0.000,0.000,-1
3336,0.000,0.000,0.000,0.000,0.000,-1
3337,0.000,0.000,0.000,0.000,0.000,-1
3338,0.000,0.000,0.000,0.000,0.000,-1
3339,0.000,0.000,0.000,0.000,0.000,-1
3340,0.000,0.000,0.000,0.000,0.000,-1
3341,0.000,0.000,0.000,0.000,0.000,-1
3342,0.000,0.000,0.000,0.000,0.000,-1
3343,0.000,0.000,0.000,0.000,0.000,-1
3344,0.000,0.000,0.000,0.000,0.000,-1
3345,0.000,0.000,0.000,0.000,0.000,-1
3346,0.000,0.000,0.000,0.000,0.000,-1
3347,0.000,0.000,0.000,0.000,0.000,-1
3348,0.000,0.000,0.000,0.000,0.000,-1
3349,0.000,0.000,0.000,0.000,0.000,-1
3350,0.000,0.000,0.000,0.000,0.000,-1
3351,0.000,0.000,0.000,0.000,0.000,-1
3352,0.000,0.000,0.000,0.000,0.000,-1
3353,0.000,0.000,0.000,0.000,0.000,-1
3354,0.000,0.000,0.000,0.000,0.000,-1
3355,0.000,0.000,0.000,0.000,0.000,-1
3356,0.000,0.000,0.000,0.000,0.000,-1
3357,0.000,0.000,0.000,0.000,0.000,-1
3358,0.000,0.000,0.000,0.000,0.000,-1
3359,0.000,0.000,0.000,0.000,0.000,-1
3360,0.000,0.000,0.000,0.000,0.000,-1
3361,0.000,0.000,0.000,0.000,0.000,-1
3362,0.000,0.000,0.000,0.000,0.000,-1
3363,0.000,0.000,0.000,0.000,0.000,-1
3364,0.000,0.000,0.000,0.000,0.000,-1
3365,0.000,0.000,0.000,0.000,0.000,-1
3366,0.000,0.000,0.000,0.000,0.000,-1
3367,0.000,0.000,0.000,0.000,0.000,-1
3368,0.000,0.000,0.000,0.000,0.000,-1
3369,0.000,0.000,0.000,0.000,0.000,-1
3370,0.000,0.000,0.000,0.000,0.000,-1
3371,0.000,0.000,0.000,0.000,0.000,-1
3372,0.000,0.000,0.000,0.000,0.000,-1
3373,0.000,0.000,0.000,0.000,0.000,-1
3374,0.000,0.000,0.000,0.000,0.000,-1
3375,0.000,0.000,0.000,0.000,0.000,-1
3376,0.000,0.000,0.000,0.000,0.000,-1
3377,0.000,0.000,0.000,0.000,0.000,-1
3378,0.000,0.000,0.000,0.000,0.000,-1
3379,0.000,0.000,0.000,0.000,0.000,-1
3380,0.000,0.000,0.000,0.000,0.000,-1
3381,0.000,0.000,0.000,0.000,0.000,-1
3382,0.000,0.000,0.000,0.000,0.000,-1
3383,0.000,0.000,0.000,0.000,0.000,-1
3384,0.000,0.000,0.000,0.000,0.000,-1
3385,0.000,0.000,0.000,0.000,0.000,-1
3386,0.000,0.000,0.000,0.000,0.000,-1
3387,0.000,0.000,0.000,0.000,0.000,-1
3388,0.000,0.000,0.000,0.000,0.000,-1
3389,0.000,0.000,0.000,0.000,0.000,-1
3390,0.000,0.000,0.000,0.000,0.000,-1
3391,0.000,0.000,0.000,0.000,0.000,-1
3392,0.000,0.000,0.000,0.000,0.000,-1
3393,0.000,0.000,0.000,0.000,0.000,-1
3394,0.000,0.000,0.000,0.000,0.000,-1
3395,0.000,0.000,0.000,0.000,0.000,-1
3396,0.000,0.000,0.000,0.000,0.000,-1
3397,0.000,0.000,0.000,0.000,0.000,-1
3398,0.000,0.000,0.000,0.000,0.000,-1
3399,0.000,0.000,0.000,0.000,0.000,-1
3400,0.000,0.000,0.000,0.000,0.000,-1
3401,0.000,0.000,0.000,0.000,0.000,-1
3402,0.000,0.000,0.000,0.000,0.000,-1
3403,0.000,0.000,0.000,0.000,0.000,-1
3404,0.000,0.000,0.000,0.000,0.000,-1
3405,0.000,0.000,0.000,0.000,0.000,-1
3406,0.000,0.000,0.000,0.000,0.000,-1
3407,0.000,0.000,0.000,0.000,0.000,-1
3408,0.000,0.000,0.000,0.000,0.000,-1
3409,0.000,0.000,0.000,0.000,0.000,-1
3410,0.000,0.000,0.000,0.000,0.000,-1
3411,0.000,0.000,0.000,0.000,0.000,-1
3412,0.000,0.000,0.000,0.000,0.000,-1
3413,0.000,0.000,0.000,0.000,0.000,-1
3414,0.000,0.000,0.000,0.000,0.000,-1
3415,0.000,0.000,0.000,0.000,0.000,-1
3416,0.000,0.000,0.000,0.000,0.000,-1
3417,0.000,0.000,0.000,0.000,0.000,-1
3418,0.000,0.000,0.000,0.000,0.000,-1
3419,0.000,0.000,0.000,0.000,0.000,-1
3420,0.000,0.000,0.000,0.000,0.000,-1
3421,0.000,0.000,0.000,0.000,0.000,-1
3422,0.000,0.000,0.000,0.000,0.000,-1
3423,0.000,0.000,0.000,0.000,0.000,-1
3424,0.000,0.000,0.000,0.000,0.000,-1
3425,0.000,0.000,0.000,0.000,0.000,-1
3426,0.000,0.000,0.000,0.000,0.000,-1
3427,0.000,0.000,0.000,0.000,0.000,-1
3428,0.000,0.000,0.000,0.000,0.000,-1
3429,0.000,0.000,0.000,0.000,0.000,-1
3430,0.000,0.000,0.000,0.000,0.000,-1
3431,0.000,0.000,0.000,0.000,0.000,-1
3432,0.000,0.000,0.000,0.000,0.000,-1
3433,0.000,0.000,0.000,0.000,0.000,-1
3434,0.000,0.000,0.000,0.000,0.000,-1
3435,0.000,0.000,0.000,0.000,0.000,-1
3436,0.000,0.000,0.000,0.000,0.000,-1
3437,0.000,0.000,0.000,0.000,0.000,-1
3438,0.000,0.000,0.000,0.000,0.000,-1
3439,0.000,0.000,0.000,0.000,0.000,-1
3440,0.000,0.000,0.000,0.000,0.000,-1
3441,0.000,0.000,0.000,0.000,0.000,-1
3442,0.000,0.000,0.000,0.000,0.000,-1
3443,0.000,0.000,0.000,0.000,0.000,-1
3444,0.000,0.000,0.000,0.000,0.000,-1
3445,0.000,0.000,0.000,0.000,0.000,-1
3446,0.000,0.000,0.000,0.000,0.000,-1
3447,0.000,0.000,0.000,0.000,0.000,-1
3448,0.000,0.000,0.000,0.000,0.000,-1
3449,0.000,0.000,0.000,0.000,0.000,-1
3450,0.000,0.000,0.000,0.000,0.000,-1
3451,0.000,0.000,0.000,0.000,0.000,-1
3452,0.000,0.000,0.000,0.000,0.000,-1
3453,0.000,0.000,0.000,0.000,0.000,-1
3454,0.000,0.000,0.000,0.000,0.000,-1
3455,0.000,0.000,0.000,0.000,0.000,-1
3456,0.000,0.000,0.000,0.000,0.000,-1
3457,0.000,0.000,0.000,0.000,0.000,-1
3458,0.000,0.000,0.000,0.000,0.000,-1
3459,0.000,0.000,0.000,0.000,0.000,-1
3460,0.000,0.000,0.000,0.000,0.000,-1
3461,0.000,0.000,0.000,0.000,0.000,-1
3462,0.000,0.000,0.000,0.000,0.000,-1
3463,0.000,0.000,0.000,0.000,0.000,-1
3464,0.000,0.000,0.000,0.000,0.000,-1
3465,0.000,0.000,0.000,0.000,0.000,-1
3466,0.000,0.000,0.000,0.000,0.000,-1
3467,0.000,0.000,0.000,0.000,0.000,-1
3468,0.000,0.000,0.000,0.000,0.000,-1
3469,0.000,0.000,0.000,0.000,0.000,-1
3470,0.000,0.000,0.000,0.000,0.000,-1
3471,0.000,0.000,0.000,0.000,0.000,-1
3472,0.000,0.000,0.000,0.000,0.000,-1
3473,0.000,0.000,0.000,0.000,0.000,-1
3474,0.000,0.000,0.000,0.000,0.000,-1
3475,0.000,0.000,0.000,0.000,0.000,-1
3476,0.000,0.000,0.000,0.000,0.000,-1
3477,0.000,0.000,0.000,0.000,0.000,-1
3478,0.000,0.000,0.000,0.000,0.000,-1
3479,0.000,0.000,0.000,0.000,0.000,-1
3480,0.000,0.000,0.000,0.000,0.000,-1
3481,0.000,0.000,0.000,0.000,0.000,-1
3482,0.000,0.000,0.000,0.000,0.000,-1
3483,0.000,0.000,0.000,0.000,0.000,-1
3484,0.000,0.000,0.000,0.000,0.000,-1
3485,0.000,0.000,0.000,0.000,0.000,-1
3486,0.000,0.000,0.000,0.000,0.000,-1
3487,0.000,0.000,0.000,0.000,0.000,-1
3488,0.000,0.000,0.000,0.000,0.000,-1
3489,0.000,0.000,0.000,0.000,0.000,-1
3490,0.000,0.000,0.000,0.000,0.000,-1
3491,0.000,0.000,0.000,0.000,0.000,-1
3492,0.000,0.000,0.000,0.000,0.000,-1
3493,0.000,0.000,0.000,0.000,0.000,-1
3494,0.000,0.000,0.000,0.000,0.000,-1
3495,0.000,0.000,0.000,0.000,0.000,-1
3496,0.000,0.000,0.000,0.000,0.000,-1
3497,0.000,0.000,0.000,0.000,0.000,-1
3498,0.000,0.000,0.000,0.000,0.000,-1
3499,0.000,0.000,0.000,0.000,0.000,-1
3500,0.000,0.000,0.000,0.000,0.000,-1
3501,0.000,0.000,0.000,0.000,0.000,-1
3502,0.000,0.000,0.000,0.000,0.000,-1
3503,0.000,0.000,0.000,0.000,0.000,-1
3504,0.000,0.000,0.000,0.000,0.000,-1
3505,0.000,0.000,0.000,0.000,0.000,-1
3506,0.000,0.000,0.000,0.000,0.000,-1
3507,0.000,0.000,0.000,0.000,0.000,-1
3508,0.000,0.000,0.000,0.000,0.000,-1
3509,0.000,0.000,0.000,0.000,0.000,-1
3510,0.000,0.000,0.000,0.000,0.000,-1
3511,0.000,0.000,0.000,0.000,0.000,-1
3512,0.000,0.000,0.000,0.000,0.000,-1
3513,0.000,0.000,0.000,0.000,0.000,-1
3514,0.000,0.000,0.000,0.000,0.000,-1
3515,0.000,0.000,0.000,0.000,0.000,-1
3516,0.000,0.000,0.000,0.000,0.000,-1
3517,0.000,0.000,0.000,0.000,0.000,-1
3518,0.000,0.000,0.000,0.000,0.000,-1
3519,0.000,0.000,0.000,0.000,0.000,-1
3520,0.000,0.000,0.000,0.000,0.000,-1
3521,0.000,0.000,0.000,0.000,0.000,-1
3522,0.000,0.000,0.000,0.000,0.000,-1
3523,0.000,0.000,0.000,0.000,0.000,-1
3524,0.000,0.000,0.000,0.000,0.000,-1
3525,0.000,0.000,0.000,0.000,0.000,-1
3526,0.000,0.000,0.000,0.000,0.000,-1
3527,0.000,0.000,0.000,0.000,0.000,-1
3528,0.000,0.000,0.000,0.000,0.000,-1
3529,0.000,0.000,0.000,0.000,0.000,-1
3530,0.000,0.000,0.000,0.000,0.000,-1
3531,0.000,0.000,0.000,0.000,0.000,-1
3532,0.000,0.000,0.000,0.000,0.000,-1
3533,0.000,0.000,0.000,0.000,0.000,-1
3534,0.000,0.000,0.000,0.000,0.000,-1
3535,0.000,0.000,0.000,0.000,0.000,-1
3536,0.000,0.000,0.000,0.000,0.000,-1
3537,0.000,0.000,0.000,0.000,0.000,-1
3538,0.000,0.000,0.000,0.000,0.000,-1
3539,0.000,0.000,0.000,0.000,0.000,-1
3540,0.000,0.000,0.000,0.000,0.000,-1
3541,0.000,0.000,0.000,0.000,0.000,-1
3542,0.000,0.000,0.000,0.000,0.000,-1
3543,0.000,0.000,0.000,0.000,0.000,-1
3544,0.000,0.000,0.000,0.000,0.000,-1
3545,0.000,0.000,0.000,0.000,0.000,-1
3546,0.000,0.000,0.000,0.000,0.000,-1
3547,0.000,0.000,0.000,0.000,0.000,-1
3548,0.000,0.000,0.000,0.000,0.000,-1
3549,0.000,0.000,0.000,0.000,0.000,-1
3550,0.000,0.000,0.000,0.000,0.000,-1
3551,0.000,0.000,0.000,0.000,0.000,-1
3552,0.000,0.000,0.000,0.000,0.000,-1
3553,0.000,0.000,0.000,0.000,0.000,-1
3554,0.000,0.000,0.000,0.000,0.000,-1
3555,0.000,0.000,0.000,0.000,0.000,-1
3556,0.000,0.000,0.000,0.000,0.000,-1
3557,0.000,0.000,0.000,0.000,0.000,-1
3558,0.000,0.000,0.000,0.000,0.000,-1
3559,0.000,0.000,0.000,0.000,0.000,-1
3560,0.000,0.000,0.000,0.000,0.000,-1
3561,0.000,0.000,0.000,0.000,0.000,-1
3562,0.000,0.000,0.000,0.000,0.000,-1
3563,0.000,0.000,0.000,0.000,0.000,-1
3564,0.000,0.000,0.000,0.000,0.000,-1
3565,0.000,0.000,0.000,0.000,0.000,-1
3566,0.000,0.000,0.000,0.000,0.000,-1
3567,0.000,0.000,0.000,0.000,0.000,-1
3568,0.000,0.000,0.000,0.000,0.000,-1
3569,0.000,0.000,0.000,0.000,0.000,-1
3570,0.000,0.000,0.000,0.000,0.000,-1
3571,0.000,0.000,0.000,0.000,0.000,-1
3572,0.000,0.000,0.000,0.000,0.000,-1
3573,0.000,0.000,0.000,0.000,0.000,-1
3574,0.000,0.000,0.000,0.000,0.000,-1
3575,0.000,0.000,0.000,0.000,0.000,-1
3576,0.000,0.000,0.000,0.000,0.000,-1
3577,0.000,0.000,0.000,0.000,0.000,-1
3578,0.000,0.000,0.000,0.000,0.000,-1
3579,0.000,0.000,0.000,0.000,0.000,-1
3580,0.000,0.000,0.000,0.000,0.800,-1
3581,0.000,0.000,0.000,0.000,0.703,-1
3582,0.000,0.000,0.000,0.000,0.530,-1
3583,0.000,0.000,0.000,0.000,0.366,-1
3584,0.000,0.000,0.000,0.000,0.203,-1
3585,0.000,0.000,0.000,0.000,0.035,-1
3586,0.000,0.000,0.000,0.000,0.000,-1
3587,0.000,0.000,0.000,0.000,0.000,-1
3588,0.000,0.000,0.000,0.000,0.000,-1
3589,0.000,0.000,0.000,0.000,0.000,-1
3590,0.000,0.000,0.000,0.000,0.000,-1
3591,0.000,0.000,0.000,0.000,0.000,-1
3592,0.000,0.000,0.000,0.000,0.000,-1
3593,0.000,0.000,0.000,0.000,0.000,-1
3594,0.000,0.000,0.000,0.000,0.000,-1
3595,0.000,0.000,0.000,0.000,0.000,-1
3596,0.000,0.000,0.000,0.000,0.000,-1
3597,0.000,0.000,0.000,0.000,0.000,-1
3598,0.000,0.000,0.000,0.000,0.000,-1
3599,0.000,0.000,0.000,0.000,0.000,-1
3600,0.000,0.000,0.000,0.000,0.000,-1
3601,0.000,0.000,0.000,0.000,0.000,-1
3602,0.000,0.000,0.000,0.000,0.000,-1
3603,0.000,0.000,0.000,0.000,0.000,-1
3604,0.000,0.000,0.000,0.000,0.000,-1
3605,1.000,0.000,0.000,0.000,0.000,-1
3606,1.000,0.300,0.300,0.300,0.000,-1
3607,1.000,0.586,0.586,0.586,0.000,-1
3608,1.000,0.870,0.870,0.870,0.000,-1
3609,1.000,1.000,1.000,1.000,0.000,-1
3610,1.000,1.000,1.000,1.000,0.000,-1
3611,1.000,1.000,1.000,1.000,0.000,-1
3612,1.000,1.000,1.000,1.000,0.000,-1
3613,1.000,1.000,1.000,1.000,0.000,-1
3614,1.000,1.000,1.000,1.000,0.000,-1
3615,1.000,1.000,1.000,1.000,0.000,-1
3616,1.000,1.000,1.000,1.000,0.000,-1
3617,1.000,1.000,1.000,1.000,0.000,-1
3618,0.000,0.553,0.553,0.553,0.000,-1
3619,0.000,0.000,0.000,0.000,0.000,-1
3620,0.000,0.000,0.000,0.000,0.000,-1
3621,0.000,0.000,0.000,0.000,0.000,-1
3622,0.000,0.000,0.000,0.000,0.000,-1
3623,0.000,0.000,0.000,0.000,0.000,-1
3624,0.000,0.000,0.000,0.000,0.800,-1
3625,0.000,0.000,0.000,0.000,0.710,-1
3626,0.000,0.000,0.000,0.000,0.552,-1
3627,1.000,0.000,0.000,0.000,0.389,-1
3628,0.000,0.041,0.041,0.041,0.231,-1
3629,0.000,0.000,0.000,0.000,0.071,-1
3630,0.000,0.000,0.000,0.000,0.000,-1
3631,0.000,0.000,0.000,0.000,0.000,-1
3632,0.000,0.000,0.000,0.000,0.000,-1
3633,0.000,0.000,0.000,0.000,0.000,-1
3634,0.000,0.000,0.000,0.000,0.000,-1
3635,0.000,0.000,0.000,0.000,0.000,-1
3636,0.000,0.000,0.000,0.000,0.000,-1
3637,0.000,0.000,0.000,0.000,0.000,-1
3638,0.000,0.000,0.000,0.000,0.000,-1
3639,0.000,0.000,0.000,0.000,0.000,-1
3640,0.000,0.000,0.000,0.000,0.000,-1
3641,0.000,0.000,0.000,0.000,0.000,-1
3642,0.000,0.000,0.000,0.000,0.000,-1
3643,0.000,0.000,0.000,0.000,0.000,-1
3644,0.000,0.000,0.000,0.000,0.000,-1
3645,0.000,0.000,0.000,0.000,0.000,-1
3646,0.000,0.000,0.000,0.000,0.000,-1
3647,0.000,0.000,0.000,0.000,0.000,-1
3648,0.000,0.000,0.000,0.000,0.000,-1
3649,0.000,0.000,0.000,0.000,0.000,-1
3650,0.000,0.000,0.000,0.000,0.000,-1
3651,0.000,0.000,0.000,0.000,0.000,-1
3652,0.000,0.000,0.000,0.000,0.000,-1
3653,0.000,0.000,0.000,0.000,0.000,-1
3654,0.000,0.000,0.000,0.000,0.000,-1
3655,0.000,0.000,0.000,0.000,0.000,-1
3656,0.000,0.000,0.000,0.000,0.000,-1
3657,0.000,0.000,0.000,0.000,0.000,-1
3658,0.000,0.000,0.000,0.000,0.000,-1
3659,0.000,0.000,0.000,0.000,0.000,-1
3660,0.000,0.000,0.000,0.000,0.000,-1
3661,0.000,0.000,0.000,0.000,0.000,-1
3662,0.000,0.000,0.000,0.000,0.000,-1
3663,0.000,0.000,0.000,0.000,0.000,-1
3664,0.000,0.000,0.000,0.000,0.000,-1
3665,0.000,0.000,0.000,0.000,0.000,-1
3666,0.000,0.000,0.000,0.000,0.000,-1
3667,0.000,0.000,0.000,0.000,0.000,-1
3668,0.000,0.000,0.000,0.000,0.000,-1
3669,0.000,0.000,0.000,0.000,0.000,-1
3670,0.000,0.000,0.000,0.000,0.000,-1
3671,0.000,0.000,0.000,0.000,0.000,-1
3672,0.000,0.000,0.000,0.000,0.000,-1
3673,0.000,0.000,0.000,0.000,0.000,-1
3674,0.000,0.000,0.000,0.000,0.000,-1
3675,0.000,0.000,0.000,0.000,0.000,-1
3676,0.000,0.000,0.000,0.000,0.000,-1
3677,0.000,0.000,0.000,0.000,0.000,-1
3678,0.000,0.000,0.000,0.000,0.000,-1
3679,0.000,0.000,0.000,0.000,0.000,-1
3680,0.000,0.000,0.000,0.000,0.000,-1
3681,0.000,0.000,0.000,0.000,0.000,-1
3682,0.000,0.000,0.000,0.000,0.000,-1
3683,0.000,0.000,0.000,0.000,0.000,-1
3684,0.000,0.000,0.000,0.000,0.000,-1
3685,0.000,0.000,0.000,0.000,0.000,-1
3686,0.000,0.000,0.000,0.000,0.000,-1
3687,0.000,0.000,0.000,0.000,0.000,-1
3688,0.000,0.000,0.000,0.000,0.000,-1
3689,0.000,0.000,0.000,0.000,0.000,-1
3690,0.000,0.000,0.000,0.000,0.000,-1
3691,0.000,0.000,0.000,0.000,0.000,-1
3692,0.000,0.000,0.000,0.000,0.800,-1
3693,0.000,0.000,0.000,0.000,0.748,-1
3694,0.000,0.000,0.000,0.000,0.588,-1
3695,0.000,0.000,0.000,0.000,0.422,-1
3696,0.000,0.000,0.000,0.000,0.262,-1
3697,0.000,0.000,0.000,0.000,0.102,-1
3698,0.000,0.000,0.000,0.000,0.000,-1
3699,0.000,0.000,0.000,0.000,0.000,-1
3700,0.000,0.000,0.000,0.000,0.000,-1
3701,0.000,0.000,0.000,0.000,0.000,-1
3702,0.000,0.000,0.000,0.000,0.000,-1
3703,0.000,0.000,0.000,0.000,0.000,-1
3704,0.000,0.000,0.000,0.000,0.000,-1
3705,0.000,0.000,0.000,0.000,0.000,-1
3706,0.000,0.000,0.000,0.000,0.800,-1
3707,0.000,0.000,0.000,0.000,0.720,-1
3708,0.000,0.000,0.000,0.000,0.560,-1
3709,0.000,0.000,0.000,0.000,0.402,-1
3710,0.000,0.000,0.000,0.000,0.239,-1
3711,0.000,0.000,0.000,0.000,0.800,-1
3712,0.000,0.000,0.000,0.000,0.746,-1
3713,0.000,0.000,0.000,0.000,0.584,-1
3714,0.000,0.000,0.000,0.000,0.430,-1
3715,0.000,0.000,0.000,0.000,0.273,-1
3716,0.000,0.000,0.000,0.000,0.116,-1
3717,0.000,0.000,0.000,0.000,0.800,-1
3718,0.000,0.000,0.000,0.000,0.800,-1
3719,0.000,0.000,0.000,0.000,0.800,-1
3720,0.000,0.000,0.000,0.000,0.800,-1
3721,0.000,0.000,0.000,0.000,0.800,-1
3722,0.000,0.000,0.000,0.000,0.750,-1
3723,0.000,0.000,0.000,0.000,0.597,-1
3724,0.000,0.000,0.000,0.000,0.800,-1
3725,0.000,0.000,0.000,0.000,0.800,-1
3726,0.000,0.000,0.000,0.000,0.800,-1
3727,0.000,0.000,0.000,0.000,0.800,-1
3728,0.000,0.000,0.000,0.000,0.800,-1
3729,0.000,0.000,0.000,0.000,0.723,-1
3730,0.000,0.000,0.000,0.000,0.569,-1
3731,0.000,0.000,0.000,0.000,0.800,-1
3732,0.000,0.000,0.000,0.000,0.800,-1
3733,0.000,0.000,0.000,0.000,0.800,-1
3734,0.000,0.000,0.000,0.000,0.800,-1
3735,0.000,0.000,0.000,0.000,0.800,-1
3736,0.000,0.000,0.000,0.000,0.800,-1
3737,0.000,0.000,0.000,0.000,0.750,-1
3738,0.000,0.000,0.000,0.000,0.800,-1
3739,0.000,0.000,0.000,0.000,0.800,-1
3740,0.000,0.000,0.000,0.000,0.800,-1
3741,0.000,0.000,0.000,0.000,0.800,-1
3742,0.000,0.000,0.000,0.000,0.776,-1
3743,0.000,0.000,0.000,0.000,0.626,-1
3744,0.000,0.000,0.000,0.000,0.800,-1
3745,0.000,0.000,0.000,0.000,0.800,-1
3746,0.000,0.000,0.000,0.000,0.800,-1
3747,0.000,0.000,0.000,0.000,0.800,-1
3748,0.000,0.000,0.000,0.000,0.800,-1
3749,0.000,0.000,0.000,0.000,0.628,-1
3750,0.000,0.000,0.000,0.000,0.473,-1
3751,0.000,0.000,0.000,0.000,0.800,-1
3752,0.000,0.000,0.000,0.000,0.800,-1
3753,0.000,0.000,0.000,0.000,0.800,-1
3754,0.000,0.000,0.000,0.000,0.800,-1
3755,0.000,0.000,0.000,0.000,0.725,-1
3756,0.000,0.000,0.000,0.000,0.571,-1
3757,0.000,0.000,0.000,0.000,0.800,-1
3758,0.000,0.000,0.000,0.000,0.800,-1
3759,0.000,0.000,0.000,0.000,0.800,-1
3760,0.000,0.000,0.000,0.000,0.800,-1
3761,0.000,0.000,0.000,0.000,0.800,-1
3762,0.000,0.000,0.000,0.000,0.800,-1
3763,0.000,0.000,0.000,0.000,0.750,-1
3764,0.000,0.000,0.000,0.000,0.775,-1
3765,0.000,0.000,0.000,0.000,0.617,-1
3766,0.000,0.000,0.000,0.000,0.465,-1
3767,0.000,0.000,0.000,0.000,0.309,-1
3768,0.000,0.000,0.000,0.000,0.158,-1
3769,0.000,0.000,0.000,0.000,0.007,-1
3770,0.000,0.000,0.000,0.000,0.000,-1
3771,0.000,0.000,0.000,0.000,0.775,-1
3772,0.000,0.000,0.000,0.000,0.619,-1
3773,0.000,0.000,0.000,0.000,0.467,-1
3774,0.000,0.000,0.000,0.000,0.316,-1
3775,0.000,0.000,0.000,0.000,0.800,-1
3776,0.000,0.000,0.000,0.000,0.800,-1
3777,0.000,0.000,0.000,0.000,0.800,-1
3778,0.000,0.000,0.000,0.000,0.800,-1
3779,0.000,0.000,0.000,0.000,0.800,-1
3780,0.000,0.000,0.000,0.000,0.800,-1
3781,0.000,0.000,0.000,0.000,0.646,-1
3782,0.000,0.000,0.000,0.000,0.496,-1
3783,0.000,0.000,0.000,0.000,0.336,-1
3784,0.000,0.000,0.000,0.000,0.183,-1
3785,0.000,0.000,0.000,0.000,0.030,-1
3786,0.000,0.000,0.000,0.000,0.000,-1
3787,0.000,0.000,0.000,0.000,0.000,-1
3788,0.000,0.000,0.000,0.000,0.000,-1
3789,0.000,0.000,0.000,0.000,0.000,-1
3790,0.000,0.000,0.000,0.000,0.000,-1
3791,0.000,0.000,0.000,0.000,0.000,-1
3792,0.000,0.000,0.000,0.000,0.000,-1
3793,1.000,0.243,0.243,0.243,0.000,-1
3794,1.000,0.000,0.000,0.000,0.800,-1
3795,0.000,0.000,0.000,0.000,0.800,-1
3796,0.000,0.000,0.000,0.000,0.644,-1
3797,0.000,0.000,0.000,0.000,0.483,-1
3798,0.000,0.000,0.000,0.000,0.321,-1
3799,0.000,0.000,0.000,0.000,0.163,-1
3800,0.000,0.000,0.000,0.000,0.007,-1
3801,0.000,0.000,0.000,0.000,0.000,-1
3802,0.000,0.000,0.000,0.000,0.000,-1
3803,0.000,0.000,0.000,0.000,0.000,-1
3804,0.000,0.000,0.000,0.000,0.000,-1
3805,0.000,0.000,0.000,0.000,0.000,-1
3806,0.000,0.000,0.000,0.000,0.000,-1
3807,0.000,0.000,0.000,0.000,0.000,-1
3808,0.000,0.000,0.000,0.000,0.000,-1
3809,0.000,0.000,0.000,0.000,0.000,-1
3810,0.000,0.000,0.000,0.000,0.000,-1
3811,0.000,0.000,0.000,0.000,0.000,-1
3812,0.000,0.000,0.000,0.000,0.000,-1
3813,0.000,0.000,0.000,0.000,0.000,-1
3814,0.000,0.000,0.000,0.000,0.000,-1
3815,0.000,0.000,0.000,0.000,0.000,-1
3816,0.000,0.000,0.000,0.000,0.000,-1
3817,0.000,0.000,0.000,0.000,0.000,-1
3818,0.000,0.000,0.000,0.000,0.000,-1
3819,0.000,0.000,0.000,0.000,0.000,-1
3820,0.000,0.000,0.000,0.000,0.000,-1
3821,0.000,0.000,0.000,0.000,0.000,-1
3822,0.000,0.000,0.000,0.000,0.000,-1
3823,0.000,0.000,0.000,0.000,0.000,-1
3824,1.000,0.047,0.047,0.047,0.000,-1
3825,1.000,0.335,0.335,0.335,0.000,-1
3826,0.998,0.618,0.618,0.618,0.000,-1
3827,0.998,0.901,0.901,0.901,0.000,-1
3828,0.998,0.998,0.998,0.998,0.000,-1
3829,0.998,0.998,0.998,0.998,0.000,-1
3830,0.998,0.998,0.998,0.998,0.000,-1
3831,0.998,0.998,0.998,0.998,0.000,-1
3832,0.998,0.998,0.998,0.998,0.000,-1
3833,0.968,0.965,0.965,0.965,0.000,-1
3834,1.000,1.000,1.000,1.000,0.000,-1
3835,1.000,1.000,1.000,1.000,0.000,-1
3836,1.000,1.000,1.000,1.000,0.000,-1
3837,1.000,1.000,1.000,1.000,0.000,-1
3838,1.000,1.000,1.000,1.000,0.000,-1
3839,1.000,1.000,1.000,1.000,0.000,-1
3840,1.000,1.000,1.000,1.000,0.000,-1
3841,1.000,1.000,1.000,1.000,0.000,-1
3842,1.000,1.000,1.000,1.000,0.000,-1
3843,1.000,1.000,1.000,1.000,0.000,-1
3844,1.000,1.000,1.000,1.000,0.000,-1
3845,1.000,1.000,1.000,1.000,0.000,-1
